3 1 100
-0.844512195121951 0.324529867256637 0.724469385487276 0.090909090909091
-0.734756097560976 -0.303650442477876 -0.966607400822313 0.090909090909091
-0.911585365853659 0.209762168141593 0.670407823091454 0
-0.896341463414634 0.416897123893806 -0.097677519724414 0.636363636363636
-0.917682926829268 0.559319690265487 0.783475941771308 0
-0.893292682926829 -0.025857300884956 -0.477275252805867 0
-0.990853658536585 0.310702433628319 0.295310590065563 0
-0.972560975609756 0.395049778761062 -0.658128680964552 0.363636363636364
-0.722560975609756 -0.375 -0.379042115790643 0.454545454545454
-0.969512195121951 -0.629701327433628 -0.4207134126014 0.181818181818182
-0.304878048780488 -0.155973451327434 0.816924102678075 0
-0.88109756097561 0.449391592920354 0.789976664073786 0.090909090909091
-0.929878048780488 -0.478567477876106 -0.985720635626181 0.363636363636364
-0.865853658536585 0.537057522123894 0.834870541171241 0.090909090909091
-0.899390243902439 -0.141454646017699 -0.567396377375264 0.181818181818182
0.829268292682927 -0.21225110619469 -0.395821757973108 0
-0.920731707317073 0.192201327433629 0.818535392821424 0.363636363636364
-1 0.933490044247788 0.302700300033337 0.454545454545454
-0.652439024390244 -0.193445796460177 -0.423047005222803 0.090909090909091
-0.853658536585366 -0.547842920353982 -0.997888654294922 0.181818181818182
-0.951219512195122 0.638274336283186 0.999722191354595 0.090909090909091
-0.899390243902439 -0.215154867256637 0.889821091232359 0.181818181818182
-0.823170731707317 -0.057798672566372 0.701744638293143 0
0.832317073170732 0.175055309734513 0.807700855650628 0.272727272727272
-0.792682926829268 0.058213495575221 0.699188798755417 0
-0.890243902439024 -0.435564159292035 -0.392543615957329 0.454545454545454
-1 0.116150442477876 0.661795755083898 0.090909090909091
-0.978658536585366 -0.522262168141593 -0.988498722080231 0.181818181818182
-0.51219512195122 0.013965707964602 -0.406211801311257 0.090909090909091
-0.850609756097561 0.476631637168142 0.791032336926325 0.090909090909091
0.628048780487805 -0.221653761061947 0.888320924547172 0.272727272727272
-0.932926829268293 0.475940265486726 0.772252472496944 0.454545454545454
-0.810975609756098 0.314159292035398 0.717468607623069 0
-0.966463414634146 -0.313606194690266 0.971663518168685 0
-0.573170731707317 -0.000138274336283 0.70541171241249 0.090909090909091
0.75 -0.327295353982301 -0.992054672741416 0
-0.86280487804878 0.404037610619469 0.404989443271474 0.090909090909091
-0.899390243902439 -0.724142699115044 0.921713523724858 0.181818181818182
-0.649390243902439 -0.543694690265487 -0.996888543171463 0.090909090909091
